gene_name,num_of_illumina_exps,median_illumina_mean_read2_gc_fraction,num_of_ultima_exps,median_ultima_mean_read2_gc_fraction
ARHGAP32,21.0,0.4578118348233291,24.0,0.3883002679414346
ARHGAP33,21.0,0.6101522842639594,24.0,0.47151663990864845
ARHGAP35,21.0,0.528761617683999,24.0,0.4392573866946152
ARHGAP36,,,4.0,0.3222222222222222
ARHGAP39,21.0,0.5116959064327485,23.0,0.5975988327359081
ARHGAP4,21.0,0.6437016185784659,24.0,0.5977142463577524
ARHGAP40,2.0,0.47777777777777775,,
ARHGAP42,21.0,0.3633429487826034,24.0,0.3515900340305495
ARHGAP44,21.0,0.5382297551789077,24.0,0.5431168716939492
ARHGAP45,21.0,0.6159707962582707,24.0,0.5068329811273693
ARHGAP5,21.0,0.3622338458287103,24.0,0.34773944687429625
ARHGAP5-AS1,21.0,0.366626746506986,24.0,0.352996327177376
ARHGAP6,21.0,0.5255909347279906,24.0,0.44849205489227406
ARHGAP8,21.0,0.5282828282828282,24.0,0.4978251541033396
ARHGAP9,21.0,0.4876919749080683,24.0,0.4484220299574295
ARHGDIA,21.0,0.6442032730404823,24.0,0.5952181285069864
ARHGDIB,21.0,0.4402580220157381,24.0,0.43824980634112076
ARHGDIG,20.0,0.6164351851851853,23.0,0.629185692541857
ARHGEF1,21.0,0.6172372562465931,24.0,0.5787369030062256
ARHGEF10,21.0,0.4654098360655738,24.0,0.47232022568502396
ARHGEF10L,20.0,0.5125793650793651,23.0,0.3736545138888889
ARHGEF11,21.0,0.4511576011157601,24.0,0.45583700176272635
ARHGEF12,21.0,0.4290574712643678,24.0,0.4169722555887311
ARHGEF15,21.0,0.5771604938271605,24.0,0.5455191477417414
ARHGEF16,18.0,0.628027465667915,21.0,0.5388888888888889
ARHGEF17,21.0,0.4921277997364953,24.0,0.3717556132175145
ARHGEF18,21.0,0.6094650205761317,24.0,0.5276226274380804
ARHGEF19,21.0,0.5325670498084292,24.0,0.49353746442171753
ARHGEF19-AS1,11.0,0.5133333333333334,2.0,0.48333333333333334
ARHGEF2,21.0,0.5120465916197624,24.0,0.48756993600601783
ARHGEF25,20.0,0.5327028714107366,24.0,0.44558942894099973
ARHGEF26,21.0,0.4810842388129454,24.0,0.473404029421415
ARHGEF28,21.0,0.4583583583583583,24.0,0.4135182088442958
ARHGEF3,21.0,0.4405632469530233,24.0,0.3888416148094217
ARHGEF33,21.0,0.4291666666666667,24.0,0.41956847948903925
ARHGEF35,21.0,0.4775672514619883,24.0,0.40867285376313756
ARHGEF37,21.0,0.4672380952380952,24.0,0.43161238442802763
ARHGEF38,19.0,0.4111111111111111,24.0,0.461111111111111
ARHGEF39,21.0,0.4833118833118833,24.0,0.501436918237351
ARHGEF4,21.0,0.5085714285714286,24.0,0.5443990892360457
ARHGEF40,21.0,0.5632223878125517,24.0,0.47479281374127785
ARHGEF5,21.0,0.5493619670090258,24.0,0.5011221557971277
ARHGEF6,21.0,0.4241354889397913,24.0,0.39405402269777356
ARHGEF7,21.0,0.4758095552256858,24.0,0.39808212431182866
ARHGEF7-AS2,1.0,0.702247191011236,3.0,0.5555555555555556
ARHGEF9,21.0,0.5014532834444987,24.0,0.49073873842430993
ARID1A,21.0,0.4212705809257533,24.0,0.37703411877011966
ARID1B,21.0,0.405451604751074,24.0,0.4181556602345342
ARID2,21.0,0.4059864391951006,24.0,0.39467814435218496
ARID3A,21.0,0.5144584206848358,24.0,0.47570611638374427
ARID3B,21.0,0.5248157596371882,24.0,0.4089741187954029
ARID3C,7.0,0.6888888888888889,6.0,0.6816919191919192
ARID4A,21.0,0.3655090917860416,24.0,0.3569328919945266
ARID4B,21.0,0.3971704260651629,24.0,0.4023376953410033
ARID5A,21.0,0.6031961334580606,24.0,0.5928678253871726
ARID5B,21.0,0.4299686731699579,24.0,0.4118366892007988
ARIH1,21.0,0.4276296147761959,24.0,0.3948751141483229
ARIH2,21.0,0.4834785766158315,24.0,0.42196955000780034
ARIH2OS,21.0,0.572336023174012,24.0,0.613985660250293
ARL1,21.0,0.3568946796959826,24.0,0.3105053673217602
ARL10,21.0,0.4571011317999269,24.0,0.4417431469951605
ARL11,21.0,0.4781402279408803,24.0,0.475134200394552
ARL13A,16.0,0.4148148148148148,14.0,0.37134091923248547
ARL13B,21.0,0.3816879951249238,24.0,0.40171316797056794
ARL14,19.0,0.35,23.0,0.3182816354379887
ARL14EP,21.0,0.3887515622830162,24.0,0.36530863219529064
ARL14EPL,7.0,0.3888888888888889,13.0,0.3249999999999999
ARL15,21.0,0.3778318464449851,24.0,0.3868470036349953
ARL16,21.0,0.5108744527274879,24.0,0.5091960413905522
ARL17A,21.0,0.483041825095057,24.0,0.4023938483787983
ARL17B,21.0,0.4627572016460905,24.0,0.40620745378887635
ARL2,21.0,0.6427827361703963,24.0,0.579886598437535
ARL2-SNX15,2.0,0.5888888888888888,5.0,0.6
ARL2BP,21.0,0.4040606258859448,24.0,0.3875678396197581
ARL3,21.0,0.4352047909314511,24.0,0.37847298692895165
ARL4A,21.0,0.3978325080357918,24.0,0.4083914928024629
ARL4C,21.0,0.5256053067993367,24.0,0.416270271019742
ARL4D,21.0,0.4551587301587301,24.0,0.33425882672848206
ARL5A,21.0,0.3300369996636394,24.0,0.37981832017933903
ARL5B,21.0,0.3385052117986249,24.0,0.30918484456505635
ARL5C,21.0,0.5508739076154806,24.0,0.5283350419455972
ARL6,21.0,0.3374244537424454,24.0,0.31278744194483044
ARL6IP1,21.0,0.3557172221067461,24.0,0.3468408832894034
ARL6IP4,21.0,0.6615699758577803,24.0,0.617501831070012
ARL6IP5,21.0,0.4022088634641558,24.0,0.3564286126313223
ARL6IP6,21.0,0.2949913644214162,24.0,0.2803066756155347
ARL8A,21.0,0.4843170252834876,24.0,0.36272106531999776
ARL8B,21.0,0.3918106393362616,24.0,0.36358084756535763
ARL9,21.0,0.5006113823016859,24.0,0.46907953482062154
ARMC1,21.0,0.347555172990938,24.0,0.35068190289048984
ARMC10,21.0,0.3917164337759223,24.0,0.3888751825049736
ARMC12,21.0,0.5521367521367522,24.0,0.4669810106343951
ARMC2,21.0,0.4489981785063752,24.0,0.3877835609308933
ARMC2-AS1,1.0,0.44,,
ARMC3,21.0,0.4099811676082863,24.0,0.377801698284568
ARMC4,21.0,0.3889447236180904,24.0,0.37104764406116253
ARMC5,21.0,0.5888428610880972,24.0,0.5687866933810879
ARMC6,21.0,0.6136919568822553,24.0,0.5513611177583153
ARMC7,21.0,0.5497759233503322,24.0,0.5307181463543182
ARMC8,21.0,0.3612497919786986,24.0,0.3214759579808258
ARMC9,21.0,0.5249572649572649,24.0,0.44648702404247
ARMCX1,21.0,0.3723695341442782,24.0,0.334748131632124
ARMCX2,21.0,0.4093346253229974,24.0,0.37232870063235857
ARMCX3,21.0,0.4582793630437105,24.0,0.42969284471179675
ARMCX3-AS1,13.0,0.6277777777777778,20.0,0.6499999999999999
ARMCX4,21.0,0.4062902810002578,24.0,0.40020611476137746
ARMCX5,21.0,0.4366957153231662,24.0,0.42657926925814094
ARMCX6,21.0,0.4575307815347989,24.0,0.45718781888798343
ARMH1,21.0,0.6048450410387328,24.0,0.5854268904826629
ARMH2,21.0,0.4151515151515151,24.0,0.42081850898581263
ARMH3,21.0,0.4697002333512834,24.0,0.4098645294693154
ARMH4,21.0,0.4691489361702128,24.0,0.4021170263399063
ARMS2,2.0,0.4692883895131086,1.0,0.5111111111111111
ARMT1,21.0,0.3270739374060407,24.0,0.3059187723859348
ARNT,21.0,0.4472800645682001,24.0,0.41804282263266257
ARNT2,21.0,0.4639028800206638,24.0,0.4352870824228035
ARNTL,21.0,0.4449422936003908,24.0,0.38529762733205064
ARNTL2,21.0,0.4175869120654396,24.0,0.41012709605268405
ARNTL2-AS1,20.0,0.3109617718192697,24.0,0.28129461816852525
ARPC1A,21.0,0.3564569118018701,24.0,0.3104820846585315
ARPC1B,21.0,0.4253418558799211,24.0,0.3961661315352829
ARPC2,21.0,0.4658639913091748,24.0,0.44192422361515826
ARPC3,21.0,0.4072578857238964,24.0,0.3237152194591398
ARPC4,21.0,0.6270359118859978,24.0,0.5237978531839307
ARPC4-TTLL3,21.0,0.5237683664649957,24.0,0.5277688434048082
ARPC5,21.0,0.4350656774658564,24.0,0.4123355351414937
ARPC5L,21.0,0.508561227590398,24.0,0.4586222497947917
ARPIN,21.0,0.4795793908929628,24.0,0.4828031881504657
ARPP19,21.0,0.4099474309522647,24.0,0.363423128759724
ARPP21,21.0,0.5874139626352015,24.0,0.4498925202969515
ARPP21-AS1,,,2.0,0.3444444444444444
ARR3,15.0,0.5266666666666667,21.0,0.5111111111111111
ARRB1,21.0,0.5481468625862933,24.0,0.5099316069431572
ARRB2,21.0,0.5115983664272638,24.0,0.4618317419660223
ARRDC1,21.0,0.6775276884601644,24.0,0.5700888944838598
ARRDC1-AS1,21.0,0.6525863416158775,24.0,0.5801058620868675
ARRDC2,21.0,0.5689559748427673,24.0,0.4130931758949584
ARRDC3,21.0,0.3599289015286171,24.0,0.3667281814043729
ARRDC3-AS1,21.0,0.4261183261183261,24.0,0.32944820456787827
ARRDC4,21.0,0.3803785103785104,24.0,0.35497905583568357
ARRDC5,21.0,0.5496168582375478,24.0,0.5417037916307947
ARSA,21.0,0.6623824810823206,24.0,0.5667281607143573
ARSB,21.0,0.4005458089668616,24.0,0.3388840772326697
ARSD,21.0,0.5029854008217501,24.0,0.4948863392574583
ARSD-AS1,21.0,0.5086805555555556,24.0,0.48505940743843967
ARSE,20.0,0.5593718133718133,24.0,0.5200947779883779
ARSF,2.0,0.5611111111111111,4.0,0.5907407407407408
ARSG,21.0,0.4937164750957854,24.0,0.49768030342937836
ARSH,2.0,0.5933333333333333,1.0,0.4111111111111111
ARSI,2.0,0.5666666666666667,5.0,0.5333333333333333
ARSJ,10.0,0.41985018726591755,13.0,0.4111111111111111
ARSK,21.0,0.4332096802685037,24.0,0.43342836815455066
ART1,7.0,0.6111111111111112,9.0,0.5333333333333333
ART3,18.0,0.5242197253433208,24.0,0.539131938599379
ART4,21.0,0.4364998297582567,24.0,0.43121470188257915
ART5,16.0,0.6692592592592592,20.0,0.6661616161616162
ARTN,21.0,0.5784615384615385,24.0,0.4604895527556842
ARV1,21.0,0.3826747957947394,24.0,0.2970005451309654
ARVCF,21.0,0.5976388888888888,24.0,0.4396478931247457
ARX,9.0,0.4222222222222222,11.0,0.3333333333333333
AS3MT,8.0,0.6211111111111112,2.0,0.6111111111111112
ASAH1,21.0,0.386876484139642,24.0,0.39008709364565963
ASAH2,19.0,0.3666666666666667,24.0,0.3562328311034324
ASAH2B,20.0,0.4091308819949905,24.0,0.33782264594633565
ASAP1,21.0,0.4230008110300081,24.0,0.36107089315205415
ASAP2,21.0,0.429584261321455,24.0,0.39118274606830994
ASAP3,21.0,0.5676190476190476,24.0,0.4647862020666925
ASB1,21.0,0.5245493953912845,24.0,0.4577632612494444
ASB10,1.0,0.6067415730337079,1.0,0.5
ASB11,21.0,0.4977777777777778,24.0,0.5690898173140347
ASB12,20.0,0.5023434343434343,24.0,0.4869631359088974
ASB13,21.0,0.4690235748259461,24.0,0.4798506430123548
ASB14,20.0,0.4080406212664277,24.0,0.360745971323159
ASB15,14.0,0.37555555555555553,19.0,0.4111111111111111
ASB16,21.0,0.6372294372294371,24.0,0.5646057646057645
ASB16-AS1,21.0,0.5095183486238533,24.0,0.36807167408948926
ASB18,7.0,0.5056179775280899,11.0,0.4764957264957265
ASB2,21.0,0.5400966183574879,24.0,0.4727061954629729
ASB3,21.0,0.4045996837717406,24.0,0.28902065276775013
ASB4,5.0,0.4444444444444444,10.0,0.39057239057239057
ASB5,2.0,0.37111111111111106,5.0,0.2592592592592592
ASB6,21.0,0.5606822262118493,24.0,0.4026981805239497
ASB7,21.0,0.4202567188126755,24.0,0.35892488273037787
ASB8,21.0,0.4521211252121125,24.0,0.4442344804456658
ASB9,21.0,0.4148122866894198,24.0,0.41234724717018945
ASCC1,21.0,0.4443880786303107,24.0,0.41667344817363217
ASCC2,21.0,0.5623379406407372,24.0,0.45412872113047553
ASCC3,21.0,0.3992951645006439,24.0,0.34574457112055457
ASCL1,6.0,0.6203703703703705,4.0,0.44388888888888883
ASCL2,21.0,0.5907878787878789,24.0,0.5101510531636905
ASCL3,3.0,0.4888888888888889,,
ASCL4,15.0,0.4277777777777778,19.0,0.4422020333117024
ASCL5,14.0,0.6162698412698413,16.0,0.5111111111111111
ASF1A,21.0,0.3171107308726472,24.0,0.2531554469977616
ASF1B,21.0,0.5525490196078432,24.0,0.3553985500032196
ASGR1,21.0,0.5400066733400066,24.0,0.4157435618455614
ASGR2,21.0,0.5214912280701754,24.0,0.4164581813236956
ASH1L,21.0,0.4103352607908416,24.0,0.3991674803321529
ASH1L-AS1,21.0,0.3997165532879818,24.0,0.3793775723305993
ASH2L,21.0,0.4195525727069351,24.0,0.4041865072394216
ASIC1,13.0,0.5691358024691358,19.0,0.5178571428571428
ASIC2,11.0,0.4933333333333333,24.0,0.46956346147233813
ASIC3,21.0,0.61,24.0,0.5494475820938476
ASIC4,20.0,0.5899652777777777,24.0,0.5256609081687316
ASIC5,4.0,0.4111111111111111,9.0,0.362962962962963
ASIP,21.0,0.7305555555555555,24.0,0.5178838851158597
ASL,21.0,0.6244814814814814,24.0,0.6128974461495289
ASMT,19.0,0.5,23.0,0.3639634525315534
ASMTL,21.0,0.6074927068939044,24.0,0.5177599799223636
ASMTL-AS1,21.0,0.6070216049382716,24.0,0.5615881344194962
ASNA1,21.0,0.6340481360839667,24.0,0.5325766109862353
ASNS,21.0,0.4669805867081489,24.0,0.45342043830163004
ASNSD1,21.0,0.411212150842541,24.0,0.3888925468396189
ASPA,20.0,0.43499999999999994,24.0,0.4449294574460608
ASPDH,17.0,0.6444444444444445,17.0,0.4555555555555555
ASPG,9.0,0.5962962962962962,11.0,0.5430555555555555
ASPH,21.0,0.3901440485216073,24.0,0.3885263181397476
ASPHD1,20.0,0.6049384129892605,24.0,0.5431922465164469
ASPHD2,21.0,0.4135569531795947,24.0,0.34105202169829735
ASPM,21.0,0.3886681102195049,24.0,0.3501732422163285
ASPN,21.0,0.3156281920326864,24.0,0.3486840614869054
ASPRV1,21.0,0.5074935400516796,24.0,0.3560869091226233
ASPSCR1,21.0,0.6423824673029339,24.0,0.591074351326589
ASRGL1,21.0,0.4802172461921233,24.0,0.4934896637072925
ASS1,21.0,0.5219903691813804,24.0,0.5616567460317461
ASTE1,21.0,0.437791286727457,24.0,0.38285928024825006
ASTL,4.0,0.6305555555555555,8.0,0.5984270414993307
ASTN1,3.0,0.4555555555555555,5.0,0.2984330484330484
ASTN2,21.0,0.4972232984631279,24.0,0.4859938559354791
ASTN2-AS1,1.0,0.5,1.0,0.5
ASXL1,21.0,0.5661210129355749,24.0,0.4702904620888678
ASXL2,21.0,0.418457784285017,24.0,0.40278514482708644
ASXL3,20.0,0.44202037351443124,23.0,0.4128876841670632
ASZ1,6.0,0.5419475655430712,24.0,0.5593660478197487
ATAD1,21.0,0.3704135525660189,24.0,0.353200083311049
ATAD2,21.0,0.4618724101378048,24.0,0.40503237005095644
ATAD2B,21.0,0.3768709825528007,24.0,0.36291363881410776
ATAD3A,21.0,0.6653310104529617,24.0,0.6158026002699944
ATAD3B,21.0,0.6359434865900383,24.0,0.5824238308430286
ATAD3C,21.0,0.6010322580645161,24.0,0.5739971494744118
ATAD5,21.0,0.3815366205610108,24.0,0.35776302850263797
ATAT1,21.0,0.5150775681341719,24.0,0.3438143057177777
ATCAY,21.0,0.5282539682539682,24.0,0.5584228260251853
ATE1,21.0,0.3910252201980415,24.0,0.3785927577297922
ATF1,21.0,0.3891768826619965,24.0,0.3992152493850021
ATF2,21.0,0.3935363659727576,24.0,0.3847643781196046
ATF3,21.0,0.5086691086691087,24.0,0.4691113003139807
ATF4,21.0,0.5098440518256773,24.0,0.4414925073780185
ATF5,21.0,0.6033268101761252,24.0,0.5324105753599546
ATF6,21.0,0.4302435383360239,24.0,0.39844862511781914
ATF6B,21.0,0.5191847468770546,24.0,0.5400472529048305
ATF7,21.0,0.4627389690352781,24.0,0.44218536628006333
ATF7IP,21.0,0.3877452460006037,24.0,0.3758645488858864
ATF7IP2,21.0,0.3959743950555969,24.0,0.32783692387812746
ATG10,21.0,0.4649040835707502,24.0,0.5185995090411093
ATG10-AS1,8.0,0.3814814814814814,10.0,0.4037037037037037
ATG101,21.0,0.5507662835249042,24.0,0.5274994594657085
ATG12,21.0,0.4068634277858124,24.0,0.4309648002131977
ATG13,21.0,0.5159731543624161,24.0,0.46288586458705566
ATG14,21.0,0.4917525773195876,24.0,0.3948156458929038
ATG16L1,21.0,0.4881965051104516,24.0,0.4328640912585182
ATG16L2,21.0,0.5579592910460031,24.0,0.4164272570179373
ATG2A,21.0,0.5823727933541017,24.0,0.5265184698022609
ATG2B,21.0,0.4004335174297761,24.0,0.3597975335730158
ATG3,21.0,0.3696507494977592,24.0,0.3403850969725304
ATG4A,21.0,0.4306001188354129,24.0,0.4078846705159797
ATG4B,21.0,0.6059816919191919,24.0,0.479490471708028
ATG4C,21.0,0.3396079684670288,24.0,0.3060329297842198
ATG4D,21.0,0.6387053871103332,24.0,0.6132550712368151
ATG5,21.0,0.3480803839232153,24.0,0.3315337595223641
ATG7,21.0,0.5160033167495854,24.0,0.4079255161360031
ATG9A,21.0,0.5722222222222222,24.0,0.5491973405673602
ATG9B,21.0,0.6062532299741602,24.0,0.546514366765771
ATIC,21.0,0.4769234210055466,24.0,0.3721486168328551
ATL1,21.0,0.4199942317398514,24.0,0.395277038058821
ATL2,21.0,0.3971756075194865,24.0,0.3729899952072387
ATL3,21.0,0.392882337826158,24.0,0.3471272920498376
ATM,21.0,0.3945532141018615,24.0,0.38739630365949007
ATMIN,21.0,0.4976747870865518,24.0,0.43891947547531085
ATN1,21.0,0.5674779712013754,24.0,0.5304110458247914
ATOH1,1.0,0.3777777777777777,,
ATOH7,14.0,0.4066666666666666,14.0,0.3584656084656085
ATOH8,19.0,0.6254901960784314,23.0,0.4939454818982485
ATOX1,21.0,0.5718213708564897,24.0,0.5027682887064717
ATP10A,21.0,0.5162141779788838,24.0,0.44029003299935293
ATP10B,21.0,0.4080808080808081,24.0,0.3031236966222054
ATP10D,21.0,0.4055990716565129,24.0,0.3439350037275519
ATP11A,21.0,0.3983731394946348,24.0,0.3801168514241339
ATP11A-AS1,21.0,0.4653333333333333,24.0,0.5392643467643468
ATP11AUN,1.0,0.5617977528089888,,
ATP11B,21.0,0.3728667794744039,24.0,0.3563651073511463
ATP11C,21.0,0.3871929561258692,24.0,0.38351967416132965
ATP12A,20.0,0.42154882154882145,24.0,0.3201499118165785
ATP13A1,21.0,0.6482232011747431,24.0,0.5873200175064205
ATP13A2,21.0,0.6109942545525368,24.0,0.5665518996059025
ATP13A3,21.0,0.359239362155709,24.0,0.3487230168285572
ATP13A4,21.0,0.4666666666666667,24.0,0.3989788037364057
ATP13A4-AS1,3.0,0.4,4.0,0.5377551020408162
ATP13A5,9.0,0.3999999999999999,14.0,0.3569444444444444
ATP13A5-AS1,13.0,0.4555555555555555,2.0,0.44999999999999996
ATP1A1,21.0,0.5121125417262756,24.0,0.39554604870814547
ATP1A2,20.0,0.48000000000000004,20.0,0.5304765909728062
ATP1A3,21.0,0.5800000000000001,24.0,0.5354902032691213
ATP1A4,20.0,0.513015873015873,24.0,0.5620201115194827
ATP1B1,21.0,0.3822115289411671,24.0,0.33175861721844924
ATP1B2,21.0,0.5555555555555556,24.0,0.5006584648583131
ATP1B3,21.0,0.3791587618998786,24.0,0.38932064133108996
ATP1B3-AS1,21.0,0.3092592592592592,24.0,0.32571051170308607
ATP1B4,17.0,0.5733333333333334,13.0,0.5472222222222222
ATP23,21.0,0.3504273504273504,24.0,0.3168472064839493
ATP2A1,21.0,0.5700141317788376,24.0,0.5138663998950662
ATP2A1-AS1,21.0,0.5975468975468976,24.0,0.5123283128677636
ATP2A2,21.0,0.4107873979847717,24.0,0.40461293006870247
ATP2A3,21.0,0.6110486093354925,24.0,0.574189231778057
ATP2B1,21.0,0.3658582751685792,24.0,0.3947941197800221
ATP2B1-AS1,21.0,0.5067474747474748,24.0,0.46963492577967747
ATP2B2,20.0,0.5382619551647398,24.0,0.4296296296296296
ATP2B3,11.0,0.4666666666666667,19.0,0.5138888888888888
ATP2B4,21.0,0.4199674931701075,24.0,0.41270084489239833
ATP2C1,21.0,0.3940909539311433,24.0,0.3705715126874942
ATP2C2,21.0,0.5444444444444444,15.0,0.5054924242424242
ATP2C2-AS1,20.0,0.5942857142857143,24.0,0.5882474350636033
ATP4A,4.0,0.5944444444444444,,
ATP4B,9.0,0.4111111111111111,8.0,0.2684343434343434
ATP5F1A,21.0,0.418377903242165,24.0,0.3472287312437997
ATP5F1B,21.0,0.4757175578419766,24.0,0.36781720923921224
ATP5F1C,21.0,0.3990365328335142,24.0,0.3393317882556134
ATP5F1D,21.0,0.6501603352390782,24.0,0.6442635185734777
ATP5F1E,21.0,0.414367488576279,24.0,0.33773020062168885
ATP5IF1,21.0,0.4211478129324497,24.0,0.3554781578419855
ATP5MC1,21.0,0.5447741448718147,24.0,0.5063196966823742
ATP5MC2,21.0,0.550454431028047,24.0,0.49436362338783324
ATP5MC3,21.0,0.3817271165624145,24.0,0.3445286831127426
ATP5MD,21.0,0.3643921522371628,24.0,0.3516946618694483
ATP5ME,21.0,0.535475890985325,24.0,0.4810643060749847
ATP5MF,21.0,0.5344084563078704,24.0,0.4234103627396257
ATP5MF-PTCD1,21.0,0.597037037037037,14.0,0.5666666666666667
ATP5MG,21.0,0.4240324194915013,24.0,0.29439178398226556
ATP5MGL,21.0,0.4172150691463996,24.0,0.31616128644033464
ATP5MPL,21.0,0.4538512897404495,24.0,0.42595737642612663
ATP5PB,21.0,0.3909070695180171,24.0,0.31765242693376683
ATP5PD,21.0,0.4288249770766662,24.0,0.4147223452273391
ATP5PF,21.0,0.3647044388617422,24.0,0.28238131139581946
ATP5PO,21.0,0.4445026936026936,24.0,0.404884134559166
ATP5S,21.0,0.4196889649527495,24.0,0.4125383847348014
ATP6AP1,21.0,0.5068458630827384,24.0,0.5633144006319736
ATP6AP1L,21.0,0.4717275494672754,24.0,0.4551895508458411
ATP6AP2,21.0,0.3592415741514464,24.0,0.3286215292317582
ATP6V0A1,21.0,0.505266244428806,24.0,0.46192703793734335
ATP6V0A2,21.0,0.4727943826024289,24.0,0.4166699684212656
ATP6V0A4,7.0,0.4888888888888889,12.0,0.30092592592592593
ATP6V0B,21.0,0.5909235357387308,24.0,0.5102885195839092
ATP6V0C,21.0,0.6412429378531074,24.0,0.6424439785096387
ATP6V0D1,21.0,0.5909694989106753,24.0,0.5906325735167448
ATP6V0D2,12.0,0.4387693953986088,15.0,0.2888888888888888
ATP6V0E1,21.0,0.4659859494991977,24.0,0.362216956620242
ATP6V0E2,21.0,0.5923047619047619,24.0,0.46254111877900317
ATP6V0E2-AS1,21.0,0.58,24.0,0.41385463622967306
ATP6V1A,21.0,0.430844487448261,24.0,0.3686365020449436
ATP6V1B1,17.0,0.4666666666666667,5.0,0.3555555555555555
ATP6V1B1-AS1,20.0,0.5008531746031746,13.0,0.5
ATP6V1B2,21.0,0.4439716312056737,24.0,0.38398283890602114
ATP6V1C1,21.0,0.3879551820728291,24.0,0.37961803861442667
ATP6V1C2,21.0,0.372079772079772,24.0,0.39634117724175655
ATP6V1D,21.0,0.4300416341399947,24.0,0.4212900067389017
ATP6V1E1,21.0,0.5139023481177786,24.0,0.3516576430909165
ATP6V1E2,21.0,0.5622705314009662,24.0,0.4738814835036955
ATP6V1F,21.0,0.5375461877175751,24.0,0.4229251961577526
ATP6V1FNB,21.0,0.4359477124183006,24.0,0.3882305097655939
ATP6V1G1,21.0,0.3362614622537798,24.0,0.3006058664439773
ATP6V1G2,21.0,0.3948905109489051,24.0,0.37479507075839724
ATP6V1G3,9.0,0.3777777777777777,11.0,0.2888888888888888
ATP6V1H,21.0,0.362027345591702,24.0,0.31478316999218403
ATP7A,21.0,0.3928025177951644,24.0,0.38858164329708955
ATP7B,21.0,0.421256038647343,24.0,0.35799406003876677
ATP8A1,21.0,0.3823766803124002,24.0,0.36163051967801607
ATP8A2,21.0,0.4757575757575757,24.0,0.4008686922385021
ATP8B1,21.0,0.4664583333333333,24.0,0.5034745701769057
ATP8B2,21.0,0.4901895897966218,24.0,0.5007811008223286
ATP8B3,21.0,0.5261051373954599,24.0,0.4032717397590449
ATP8B4,21.0,0.3820607436843599,24.0,0.36330436163644464
ATP9A,21.0,0.4307468123861566,24.0,0.445578002804473
ATP9B,21.0,0.4579422176544478,24.0,0.38669163413579005
ATPAF1,21.0,0.4679012345679012,24.0,0.3983701206733208
ATPAF2,21.0,0.5794281045751634,24.0,0.4623190177400178
ATR,21.0,0.376675945256321,24.0,0.37153417764760915
ATRAID,21.0,0.4802915239070797,24.0,0.401801912801026
ATRIP,21.0,0.5489482794027049,24.0,0.4370919764818627
ATRN,21.0,0.4441765777349191,24.0,0.3742578730296159
ATRNL1,20.0,0.3827380952380952,24.0,0.28397435897435896
ATRX,21.0,0.3668478414720453,24.0,0.3645856729589373
ATXN1,21.0,0.3952596618357488,24.0,0.36435668634502827
ATXN10,21.0,0.3703199534613147,24.0,0.4005271462994473
ATXN1L,21.0,0.3879005722702305,24.0,0.3783659523300793
ATXN2,21.0,0.4302010308433438,24.0,0.4259399873166671
ATXN2-AS,21.0,0.6217171717171717,24.0,0.568150522317189
ATXN2L,21.0,0.5110532681285166,24.0,0.4942606985670741
ATXN3,21.0,0.4467205649824839,24.0,0.40565170367903847
ATXN3L,1.0,0.4777777777777778,2.0,0.3643939393939394
ATXN7,21.0,0.4783050847457627,24.0,0.3964294676079759
ATXN7L1,21.0,0.4875377229080933,24.0,0.47724403280068595
ATXN7L2,21.0,0.5824434824434824,24.0,0.5207762366026623
ATXN7L3,21.0,0.6020490308730744,24.0,0.5194041658499668
ATXN7L3B,21.0,0.5260989848025057,24.0,0.4620712457189051
ATXN8OS,14.0,0.5737390761548065,24.0,0.5762856881512721
AUH,21.0,0.3814976465554129,24.0,0.3218944866967268
AUNIP,21.0,0.4450980392156863,24.0,0.42847391362795817
AUP1,21.0,0.5710202604920405,24.0,0.5017539195517198
AURKA,21.0,0.4815628815628816,24.0,0.4563892459931501
AURKAIP1,21.0,0.601049233252623,24.0,0.5696205950088227
AURKB,21.0,0.5807760141093474,24.0,0.41000352532605044
AURKC,21.0,0.5733333333333334,24.0,0.3667781538135758
AUTS2,21.0,0.5438421747971688,24.0,0.453109672670416
AVEN,21.0,0.4832353988603988,24.0,0.43830792896309245
AVIL,21.0,0.5014232209737828,24.0,0.4570166168314091
AVL9,21.0,0.4094569076214215,24.0,0.4122136716872306
AVP,21.0,0.768403433876875,24.0,0.7369391761947834
AVPI1,21.0,0.4904702455264252,24.0,0.453912583911047
AVPR1A,21.0,0.3578947368421052,24.0,0.3391368013005302
AVPR1B,20.0,0.5836932669265098,24.0,0.5533435179008083
AVPR2,21.0,0.6595959595959596,18.0,0.5270673758191905
AWAT1,7.0,0.5888888888888889,2.0,0.5002525252525253
AWAT2,2.0,0.49444444444444446,1.0,0.3777777777777777
AXDND1,21.0,0.4509090909090909,24.0,0.4167570094850645
AXIN1,21.0,0.5810856886496186,24.0,0.39758263453928944
AXIN2,19.0,0.450936329588015,23.0,0.3777777777777777
AXL,21.0,0.548936170212766,24.0,0.4994480781510099
AZGP1,13.0,0.5428571428571428,18.0,0.4703703703703703
AZI2,21.0,0.3535822021116139,24.0,0.33837268127476583
AZIN1,21.0,0.3644516145553251,24.0,0.32601064342861863
AZIN1-AS1,21.0,0.4822513184215312,24.0,0.3906489589885112
